candidate_id,kind,params,complexity,train_accuracy,train_macro_f1,train_balanced_accuracy,train_recall_range,val_accuracy,val_macro_f1,val_balanced_accuracy,val_recall_range,val_min_recall
1826,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [30, 0, 150, 5], ""arr"": [8, 2000, 0], ""nsr"": null}",2,0.75,0.7484962406015037,0.75,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
1827,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [30, 0, 150, 5], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.7352941176470589,0.7338037544934096,0.7352941176470588,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
1828,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [30, 0, 150, 5], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.75,0.7484962406015037,0.75,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
1829,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [30, 0, 150, 5], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.7352941176470589,0.7338037544934096,0.7352941176470588,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
1830,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [30, 0, 150, 10], ""arr"": [8, 2000, 0], ""nsr"": null}",2,0.75,0.7484962406015037,0.75,0.23529411764705876,0.75,0.7297459893048128,0.75,0.625,0.375
1831,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [30, 0, 150, 10], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.7352941176470589,0.7338037544934096,0.7352941176470588,0.23529411764705876,0.78125,0.7585858585858586,0.78125,0.625,0.375
1832,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [30, 0, 150, 10], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.75,0.7484962406015037,0.75,0.23529411764705876,0.78125,0.7585858585858586,0.78125,0.625,0.375
1833,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [30, 0, 150, 10], ""arr"": [8, 2000, 0], ""nsr"": null}",3,0.7352941176470589,0.7338037544934096,0.7352941176470588,0.23529411764705876,0.75,0.7297459893048128,0.75,0.625,0.375
1834,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": null, ""arr"": [8, 2000, 25], ""nsr"": null}",1,0.7352941176470589,0.7283559577677224,0.7352941176470588,0.4117647058823529,0.8125,0.7919191919191919,0.8125,0.625,0.375
1835,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": null, ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7205882352941176,0.7143246187363834,0.7205882352941176,0.4117647058823529,0.84375,0.8216577540106952,0.84375,0.625,0.375
1836,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": null, ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7352941176470589,0.7283559577677224,0.7352941176470588,0.4117647058823529,0.84375,0.8216577540106952,0.84375,0.625,0.375
1837,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": null, ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7205882352941176,0.7143246187363834,0.7205882352941176,0.4117647058823529,0.8125,0.7919191919191919,0.8125,0.625,0.375
1838,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 0, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.75,0.7456636500754148,0.75,0.3529411764705882,0.8125,0.7919191919191919,0.8125,0.625,0.375
1839,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7352941176470589,0.7312767212148017,0.7352941176470588,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
1840,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 0, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.75,0.7456636500754148,0.75,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
1841,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7352941176470589,0.7312767212148017,0.7352941176470588,0.3529411764705882,0.8125,0.7919191919191919,0.8125,0.625,0.375
1842,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 5, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7647058823529411,0.7622917588087866,0.7647058823529411,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
1843,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.75,0.7475992727006926,0.75,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
1844,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 5, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7622917588087866,0.7647058823529411,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
1845,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.75,0.7475992727006926,0.75,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
1846,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 10, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1847,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1848,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 10, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1849,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1850,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 20, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1851,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1852,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 20, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1853,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1854,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 20, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
1855,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
1856,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 20, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
1857,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
1858,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 30, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
1859,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
1860,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 30, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
1861,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
1862,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1863,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1864,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.778354165524551,0.7794117647058824,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
1865,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7633986928104575,0.7647058823529411,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
1866,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1867,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1868,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1869,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1870,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1871,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1872,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1873,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1874,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8529411764705882,0.8535539215686274,0.8529411764705882,0.17647058823529416,0.78125,0.7609959893048128,0.78125,0.625,0.375
1875,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.8377586518478359,0.838235294117647,0.17647058823529416,0.8125,0.7904077540106952,0.8125,0.625,0.375
1876,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8529411764705882,0.8535539215686274,0.8529411764705882,0.17647058823529416,0.8125,0.7904077540106952,0.8125,0.625,0.375
1877,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.8377586518478359,0.838235294117647,0.17647058823529416,0.78125,0.7609959893048128,0.78125,0.625,0.375
1878,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1879,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1880,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1881,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1882,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8529411764705882,0.8535539215686274,0.8529411764705882,0.17647058823529416,0.75,0.7297459893048128,0.75,0.625,0.375
1883,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.8377586518478359,0.838235294117647,0.17647058823529416,0.78125,0.7585858585858586,0.78125,0.625,0.375
1884,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8529411764705882,0.8535539215686274,0.8529411764705882,0.17647058823529416,0.78125,0.7585858585858586,0.78125,0.625,0.375
1885,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.8377586518478359,0.838235294117647,0.17647058823529416,0.75,0.7297459893048128,0.75,0.625,0.375
1886,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7647058823529411,0.7622917588087866,0.7647058823529411,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
1887,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.75,0.7475992727006926,0.75,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
1888,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7647058823529411,0.7622917588087866,0.7647058823529411,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
1889,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.75,0.7475992727006926,0.75,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
1890,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1891,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1892,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1893,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1894,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1895,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1896,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.84375,0.8216577540106952,0.84375,0.625,0.375
1897,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.8125,0.7919191919191919,0.8125,0.625,0.375
1898,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1899,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1900,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1901,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1902,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1903,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1904,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8241421568627451,0.8235294117647058,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1905,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8086007130124777,0.8088235294117647,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1906,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.75,0.7297459893048128,0.75,0.625,0.375
1907,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.78125,0.7585858585858586,0.78125,0.625,0.375
1908,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8382352941176471,0.838903743315508,0.838235294117647,0.11764705882352944,0.78125,0.7585858585858586,0.78125,0.625,0.375
1909,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8235294117647058,0.8232230392156863,0.8235294117647058,0.11764705882352944,0.75,0.7297459893048128,0.75,0.625,0.375
1910,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [27, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1911,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [27, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1912,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [27, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.8125,0.7904077540106952,0.8125,0.625,0.375
1913,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [27, 0, 50, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.78125,0.7609959893048128,0.78125,0.625,0.375
1914,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [27, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
1915,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [27, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
1916,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [27, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
1917,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [27, 0, 150, 5], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
1918,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [27, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.75,0.7297459893048128,0.75,0.625,0.375
1919,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [27, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.78125,0.7585858585858586,0.78125,0.625,0.375
1920,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [27, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.8088235294117647,0.8091872232764074,0.8088235294117647,0.11764705882352944,0.78125,0.7585858585858586,0.78125,0.625,0.375
1921,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [27, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7938112745098039,0.7941176470588235,0.11764705882352944,0.75,0.7297459893048128,0.75,0.625,0.375
1922,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [28, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",2,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.75,0.7297459893048128,0.75,0.625,0.375
1923,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [28, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.78125,0.7585858585858586,0.78125,0.625,0.375
1924,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [28, 0, 150, 10], ""arr"": [8, 2000, 25], ""nsr"": null}",3,0.7941176470588235,0.7939542483660131,0.7941176470588235,0.17647058823529405,0.78125,0.7585858585858586,0.78125,0.625,0.375
