candidate_id,kind,params,complexity,train_accuracy,train_macro_f1,train_balanced_accuracy,train_recall_range,val_accuracy,val_macro_f1,val_balanced_accuracy,val_recall_range,val_min_recall
0,majority_vote,{},1,0.75,0.7455228354126859,0.75,0.3529411764705882,0.8125,0.7919191919191919,0.8125,0.625,0.375
1,average_class_mem,{},1,0.75,0.7455228354126859,0.75,0.3529411764705882,0.75,0.7348598769651401,0.75,0.625,0.375
2,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",0,0.75,0.7455228354126859,0.75,0.3529411764705882,0.8125,0.7919191919191919,0.8125,0.625,0.375
3,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",1,0.7205882352941176,0.7185483870967742,0.7205882352941176,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
4,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",1,0.7352941176470589,0.732054134223211,0.7352941176470589,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
5,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",1,0.75,0.7455228354126859,0.75,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
6,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",1,0.7352941176470589,0.732054134223211,0.7352941176470589,0.3529411764705882,0.84375,0.8216577540106952,0.84375,0.625,0.375
7,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": null, ""arr"": null, ""nsr"": null}",1,0.7352941176470589,0.732054134223211,0.7352941176470589,0.3529411764705882,0.8125,0.7919191919191919,0.8125,0.625,0.375
8,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",1,0.7647058823529411,0.7617955135335558,0.7647058823529411,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
9,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",2,0.7352941176470589,0.7342246745897001,0.7352941176470589,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
10,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",2,0.75,0.7480355665839536,0.75,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
11,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7617955135335558,0.7647058823529411,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
12,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",2,0.75,0.7480355665839536,0.75,0.2941176470588235,0.84375,0.8216577540106952,0.84375,0.625,0.375
13,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 0, 0], ""arr"": null, ""nsr"": null}",2,0.75,0.7480355665839536,0.75,0.2941176470588235,0.8125,0.7919191919191919,0.8125,0.625,0.375
14,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",1,0.7794117647058824,0.7775227460711331,0.7794117647058824,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
15,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",2,0.75,0.7494323961057832,0.75,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
16,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
17,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7775227460711331,0.7794117647058824,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
18,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
19,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 5, 2], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
20,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",1,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
21,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7642554578038449,0.7647058823529411,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
22,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
23,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
24,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
25,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 10, 5], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
26,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",1,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
27,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7642554578038449,0.7647058823529411,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
28,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
29,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
30,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
31,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 20, 2], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
32,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",1,0.8088235294117647,0.8077094231328101,0.8088235294117647,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
33,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
34,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
35,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.8077094231328101,0.8088235294117647,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
36,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
37,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 20, 5], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
38,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",1,0.8088235294117647,0.8077094231328101,0.8088235294117647,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
39,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7787724767326285,0.7794117647058824,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
40,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
41,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.8077094231328101,0.8088235294117647,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
42,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
43,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 30, 10], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7932958618442489,0.7941176470588235,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
44,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",1,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
45,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7642554578038449,0.7647058823529411,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
46,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
47,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7927985285795133,0.7941176470588236,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
48,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
49,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7785709096192968,0.7794117647058824,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
50,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",1,0.8382352941176471,0.8367556700099394,0.8382352941176471,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
51,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.8071847507331378,0.8088235294117647,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
52,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
53,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8367556700099394,0.8382352941176471,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
54,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
55,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
56,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",1,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
57,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8212229366463237,0.8235294117647058,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
58,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
59,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
60,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
61,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
62,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",1,0.8676470588235294,0.8652655588139458,0.8676470588235294,0.2941176470588235,0.78125,0.7609959893048128,0.78125,0.625,0.375
63,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.835243350311262,0.8382352941176471,0.2941176470588235,0.8125,0.7904077540106952,0.8125,0.625,0.375
64,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.8125,0.7904077540106952,0.8125,0.625,0.375
65,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8676470588235294,0.8652655588139458,0.8676470588235294,0.2941176470588235,0.8125,0.7904077540106952,0.8125,0.625,0.375
66,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.8125,0.7904077540106952,0.8125,0.625,0.375
67,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.78125,0.7609959893048128,0.78125,0.625,0.375
68,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",1,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
69,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8212229366463237,0.8235294117647058,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
70,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
71,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
72,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
73,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
74,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",1,0.8676470588235294,0.8652655588139458,0.8676470588235294,0.2941176470588235,0.75,0.7297459893048128,0.75,0.625,0.375
75,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.835243350311262,0.8382352941176471,0.2941176470588235,0.78125,0.7585858585858586,0.78125,0.625,0.375
76,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.78125,0.7585858585858586,0.78125,0.625,0.375
77,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",2,0.8676470588235294,0.8652655588139458,0.8676470588235294,0.2941176470588235,0.78125,0.7585858585858586,0.78125,0.625,0.375
78,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.78125,0.7585858585858586,0.78125,0.625,0.375
79,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [14, 0, 150, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8503614501598372,0.8529411764705882,0.2941176470588235,0.75,0.7297459893048128,0.75,0.625,0.375
80,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",1,0.7794117647058824,0.7775227460711331,0.7794117647058824,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
81,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.75,0.7494323961057832,0.75,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
82,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
83,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7794117647058824,0.7775227460711331,0.7794117647058824,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
84,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.84375,0.8216577540106952,0.84375,0.625,0.375
85,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 0], ""arr"": null, ""nsr"": null}",2,0.7647058823529411,0.7635116015846066,0.7647058823529411,0.23529411764705876,0.8125,0.7919191919191919,0.8125,0.625,0.375
86,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",1,0.8235294117647058,0.8223362658846529,0.8235294117647058,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
87,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.7941176470588235,0.7930581910183427,0.7941176470588235,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
88,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.807764073371284,0.8088235294117647,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
89,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8223362658846529,0.8235294117647058,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
90,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.807764073371284,0.8088235294117647,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
91,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 2], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.807764073371284,0.8088235294117647,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
92,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",1,0.8382352941176471,0.8367556700099394,0.8382352941176471,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
93,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.8071847507331378,0.8088235294117647,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
94,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
95,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8367556700099394,0.8382352941176471,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
96,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.84375,0.8216577540106952,0.84375,0.625,0.375
97,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 5], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8220497876569982,0.8235294117647058,0.17647058823529405,0.8125,0.7919191919191919,0.8125,0.625,0.375
98,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",1,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
99,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8235294117647058,0.8212229366463237,0.8235294117647058,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
100,guarded_rule,"{""aff_persistent"": [8, 3, 2000], ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
101,guarded_rule,"{""aff_persistent"": [8, 3, 2500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8529411764705882,0.8510413842956537,0.8529411764705882,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
102,guarded_rule,"{""aff_persistent"": [18, 3, 500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.8125,0.7904077540106952,0.8125,0.625,0.375
103,guarded_rule,"{""aff_persistent"": [20, 3, 500], ""aff_quiet"": [23, 0, 50, 10], ""arr"": null, ""nsr"": null}",2,0.8382352941176471,0.8362251547735419,0.8382352941176471,0.23529411764705876,0.78125,0.7609959893048128,0.78125,0.625,0.375
104,guarded_rule,"{""aff_persistent"": null, ""aff_quiet"": [23, 0, 150, 5], ""arr"": null, ""nsr"": null}",1,0.8382352941176471,0.8367556700099394,0.8382352941176471,0.17647058823529405,0.78125,0.7609959893048128,0.78125,0.625,0.375
105,guarded_rule,"{""aff_persistent"": [8, 3, 500], ""aff_quiet"": [23, 0, 150, 5], ""arr"": null, ""nsr"": null}",2,0.8088235294117647,0.8071847507331378,0.8088235294117647,0.17647058823529405,0.8125,0.7904077540106952,0.8125,0.625,0.375
